Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2023-11-08,180.60501098632812,181.1580120556029,179.3212498937122,180.07176426042716,49340300
2023-11-09,180.13101196289062,181.81963914926845,179.5385022077218,180.67414339377055,53763500
2023-11-10,184.3136749267578,184.48178544542026,181.475802800193,181.9108804268445,66133400
2023-11-13,182.73159790039062,183.94782669363863,182.1482051958573,183.74018560328048,43627500
2023-11-14,185.34205627441406,186.0045554032819,184.21481647353394,185.59914075952597,60108400
2023-11-15,185.90565490722656,187.3789832148446,185.67823345303117,185.7474572062222,53790500
2023-11-16,187.58665466308594,188.82266388785246,186.5385061665612,187.4482222334322,54412900
2023-11-17,187.5668487548828,188.24912816814668,186.4593894684262,188.12057839811112,50922700
2023-11-20,189.30714416503906,189.76200213676566,187.75472463510502,187.76460727588125,46505100
2023-11-21,188.5062255859375,189.37638084971888,187.61630503925363,189.2676114417462,38134500
2023-11-22,189.16873168945312,190.77059476808083,188.69410838615653,189.34672485819107,39617700
2023-11-24,187.8437042236328,188.76328767363577,187.13176183550132,188.733624664797,24048300
2023-11-27,187.66574096679688,188.5358962659671,186.7857030257735,187.79429075090235,40552600
2023-11-28,188.26890563964844,188.9413024556769,187.2800983304318,187.65584993609482,38415400
2023-11-29,187.2504425048828,189.93999969621768,186.85492560121705,188.76331653900834,43014200
2023-11-30,187.82395935058594,188.18982834207452,186.08366378848976,187.7151899349547,48794400
2023-12-01,189.09951782226562,189.4159283197641,187.11200544734405,188.19969953750024,45704800
2023-12-04,187.3097686767578,187.9228394923183,185.35193435249073,187.85361573572166,43389500
2023-12-05,191.25509643554688,192.2241233156588,188.05135551468544,188.081033613139,66628400
2023-12-06,190.1674346923828,192.58011192579394,189.95977851245675,192.27358406476233,41089700
2023-12-07,192.09559631347656,192.81742141001197,191.42319951100376,191.46276025185608,47477700
2023-12-08,193.51951599121094,193.79638087491043,191.50234030939515,192.02640705982665,53406400
2023-12-11,191.01780700683594,191.32434997590968,189.27751140798418,190.948598334338,60943700
2023-12-12,192.53067016601562,192.54055280703432,189.57413099725628,190.9189094878757,52696900
2023-12-13,195.7443084716797,195.78385412672148,192.66911702808835,192.90642113434447,70404200
2023-12-14,195.89263916015625,197.38573293709894,193.96446770304377,195.80365011321348,66831600
2023-12-15,195.35865783691406,196.17935458626624,194.79503045579114,195.3190970971854,128538400
2023-12-18,193.69747924804688,194.42920214917604,192.21426816132805,193.89523770867535,55751900
2023-12-19,194.73573303222656,194.74561567460933,193.6974822378966,193.964464462268,40714100
2023-12-20,192.64932250976562,195.46741418063525,192.64932250976562,194.69614571593394,52242800
2023-12-21,192.5009765625,194.8741228719849,191.33419132020353,193.9050960501454,46482500
2023-12-22,191.43309020996094,193.22282892375426,190.81013681243016,192.9953923922105,37149600
2023-12-26,190.88925170898438,191.719846217368,190.6717128965979,191.44298138124012,28919300
2023-12-27,190.9881134033203,191.3342019743918,188.9511728919884,190.33551208827305,48087700
2023-12-28,191.41331481933594,192.48122849088116,191.00790021395272,191.96704448132198,34049900
2023-12-29,190.37506103515625,192.2241257878035,189.58401220758475,191.72972215657148,42672100
2024-01-02,183.5621795654297,186.33084291740326,181.83176685644636,185.0552730997862,82488700
2024-01-03,182.187744140625,183.79950485996184,181.37691491631995,182.15808112880916,58414500
2024-01-04,179.87393188476562,181.04071720671112,178.85546161628733,180.11123597031312,71983600
2024-01-05,179.152099609375,180.7144169560074,178.15340966673114,179.95304619735901,62379700
2024-01-08,183.48309326171875,183.52265400582175,179.46853775144191,180.05193047893468,59144500
2024-01-09,183.06781005859375,183.07769270137814,180.68478049118508,181.8614637667107,42841800
2024-01-10,184.1060333251953,184.31367440860302,181.8614365329183,182.2866315170422,46792900
2024-01-11,183.5127410888672,184.9564063690912,181.5647895230864,184.4521049955326,49128400
2024-01-12,183.83905029296875,184.64987951630312,183.11722519297732,183.97748271061099,40477800
2024-01-16,181.57470703125,182.19764543114704,178.9049149905355,180.12115895148446,65603000
2024-01-17,180.63528442382812,180.88248621338644,178.28193364707266,179.241077797599,47317400
2024-01-18,186.51870727539062,187.0229935165519,183.75004409317066,184.00712853391946,78005800
2024-01-19,189.41592407226562,189.80155831594578,186.70660172518024,187.21088801676132,68903000
2024-01-22,191.71986389160156,193.143748944668,190.1081030206995,190.14766376550878,60133900
2024-01-23,192.9954071044922,193.55903452389106,191.66052626402544,192.83720939883855,42355600
2024-01-24,192.3230438232422,194.18200660712424,192.16483101440033,193.232744842077,53631300
2024-01-25,191.99671936035156,194.07322080915367,190.94858599423335,193.03497008475262,54822100
2024-01-26,190.2662811279297,192.5800863732271,189.7916578927919,192.09558049769083,44594000
2024-01-29,189.5840301513672,190.04877081575225,187.45810037105477,189.86089500402176,47145600
2024-01-30,185.93531799316406,189.65324309628332,185.37170567810733,188.80286821503816,55859400
2024-01-31,182.33607482910156,185.00586682539145,182.28664653050623,184.94652570867123,55467800
2024-02-01,184.7685546875,184.85754373397813,181.7625867762094,181.93068222666935,64885400
2024-02-02,183.76983642578125,185.2332669548565,177.24370243482153,177.84687547061628,102551700
2024-02-05,185.57933044433594,187.13176501057416,183.75992879401906,186.04407104136263,69668800
2024-02-06,187.1812286376953,187.19111127921153,184.67954732588265,184.76853636353553,43490800
2024-02-07,187.2899627685547,188.91160586389853,186.49891404419196,188.5061913180627,53439000
2024-02-08,186.2122039794922,187.418535043408,185.2530596605407,187.27021997882892,40962000
2024-02-09,186.9745330810547,188.10321111496148,186.13296840440984,186.77650719907678,45155200
2024-02-12,185.29139709472656,186.79630612181433,184.93497167008087,186.5487888854563,41781900
2024-02-13,183.202392578125,184.36078680146468,181.68758795653508,183.92515394948336,56529500
2024-02-14,182.3212127685547,183.6875129162611,180.62820312290157,183.4796068721132,54630500
2024-02-15,182.0341033935547,182.65785175424014,179.54903541760635,181.727184392981,65434500
2024-02-16,180.49948120117188,183.0142649801448,179.86583763061847,181.59845842120637,49752500
2024-02-20,179.75694274902344,180.6182980286837,178.2124373755958,179.98465441119404,53665600
2024-02-21,180.5093994140625,181.0737309260645,178.86588113831095,180.13316833455778,41371400
2024-02-22,182.5390167236328,183.12316891523534,180.6479964148563,181.65785591778803,52292200
2024-02-23,180.70741271972656,183.20237592421455,180.42028422645075,183.17267506039363,45119700
2024-02-26,179.36093139648438,180.94503297704767,178.85598645977296,180.4302078946742,40867400
2024-02-27,180.81631469726562,182.09349711935678,177.77679547469845,179.30151026553332,54318900
2024-02-28,179.61834716796875,181.30146173701146,178.34116458472795,180.6975189384851,48953900
2024-02-29,178.9550018310547,180.75693496542868,177.74711623943745,179.46984202762675,136682600
2024-03-01,177.8758087158203,178.73716395290236,175.61845249589473,177.76690051629518,73563100
2024-03-04,173.361083984375,175.14319605787904,172.06408093389737,174.40064432483445,81510100
2024-03-05,168.43055725097656,170.33148818677603,167.93552268101038,169.06420089624305,95132400
2024-03-06,167.4404754638672,169.53943215491887,167.00484265804033,169.36121186741923,68587700
2024-03-07,167.32167053222656,169.0344857697736,166.81674075207243,167.47017484778516,71765100
2024-03-08,169.0344696044922,171.97497562938204,167.26225281020422,167.32165453074688,76267000
2024-03-11,171.03443908691406,172.6482565736913,170.34139373001014,171.2225546353428,60139500
2024-03-12,171.5096435546875,172.30170175265368,169.3116892312768,171.43043622416553,59825400
2024-03-13,169.43051147460938,171.4700511814422,169.0641756745517,171.05422401757613,52488700
2024-03-14,171.28195190429688,172.57893998999515,170.34138929390355,171.19284931228447,72913500
2024-03-15,170.9056854248047,170.9056854248047,168.59882311892224,169.47008856862954,121752700
2024-03-18,171.99478149414062,175.94516209588443,171.79677072295308,173.82641511894556,75604200
2024-03-19,174.33135986328125,174.85609525037736,171.31164624406932,172.6086342803731,55215200
2024-03-20,176.8956298828125,176.8956298828125,173.3511809805003,173.97492929704185,53423100
2024-03-21,169.6681365966797,175.72736975318543,169.14340118299,175.29173693263047,106181300
2024-03-22,170.569091796875,171.33144918231721,168.37113733503185,170.05425166968308,71160100
2024-03-25,169.15330505371094,170.2324767040703,167.76719930445816,168.87608692531137,54288300
2024-03-26,168.02462768554688,169.71763732680742,167.8959138727621,168.31174106723407,57388400
2024-03-27,171.58885192871094,171.87598039200594,168.42063422483255,168.7176579392829,60273300
2024-03-28,169.7770233154297,170.51957504542207,168.8166552027259,170.04434616825796,65672700
2024-04-01,168.3414306640625,169.54931605122675,167.79688969325008,169.48991432845702,46240500
2024-04-02,167.1632537841797,167.65828830624176,166.55931106297376,167.40087579338118,49329500
2024-04-03,167.9652099609375,168.98497988400436,166.90584392266877,167.11374996517486,47691700
2024-04-04,167.14346313476562,170.21266810452119,167.14346313476562,168.59885072968464,53704400
2024-04-05,167.89590454101562,168.69785802201392,167.27215623034843,167.90579979250484,42104800
2024-04-08,166.7771453857422,167.51969724864153,166.56923932419392,167.35138730592178,37425500
2024-04-09,167.98501586914062,168.39094781013864,166.67813256359855,167.02464767080627,42373800
2024-04-10,166.11378479003906,167.4107728345435,165.45044033625643,167.12365945587084,49709300
2024-04-11,173.3016815185547,173.7175238179071,166.49001666248702,166.66822184170525,91070300
2024-04-12,174.79669189453125,176.5887144383463,172.47993396851362,172.52942533467058,101670900
2024-04-15,170.97500610351562,174.87588010863277,170.78689058947398,173.61848833629102,73531800
2024-04-16,167.69790649414062,172.0343988146065,166.59892920522176,170.04436539186383,73711200
2024-04-17,166.3316192626953,168.95529649982927,166.3316192626953,167.92563121825307,50901200
2024-04-18,165.381103515625,166.96521980912772,164.8959794200199,166.36127717179573,43122900
2024-04-19,163.3614044189453,164.7474951408098,162.4505426435407,164.55939469854349,68149400
2024-04-22,164.1930389404297,165.59893510418706,163.13367296874276,163.8762247169617,48116400
2024-04-23,165.24253845214844,165.39105789202225,163.2822057253187,163.70794332424896,49537800
2024-04-24,167.3414764404297,167.6186945681344,164.55938480415762,164.88609429896647,48251800
2024-04-25,168.2028350830078,168.9156860278579,166.4801094484109,167.84640961058278,50558300
2024-04-26,167.61868286132812,169.63841695172266,167.49986430971396,168.19292468782604,44838400
2024-04-29,171.7769775390625,174.28185098854456,171.38095596804143,171.64826373021612,68169400
2024-04-30,168.6384735107422,173.2521991943247,168.31174889120035,171.60868084411632,65934800
2024-05-01,167.61868286132812,170.9948217396029,167.43056733625505,167.8959009696714,50383100
2024-05-02,171.31166076660156,171.69778712393833,169.19291342760516,170.79682058773386,94214900
2024-05-03,181.55886840820312,185.14291355827163,180.84601747897057,184.7963833456082,163224100
2024-05-06,179.9054412841797,182.37070337959045,178.62824383792136,180.5390848280799,78569700
2024-05-07,180.5885772705078,183.0637497391675,179.5193160584302,181.62815272879564,77305800
2024-05-08,180.9252471923828,181.25197183429347,179.64804949152685,181.03415540635302,45057100
2024-05-09,182.73704528808594,182.82614787366472,180.3014688648197,180.74699689996783,48983000
2024-05-10,181.47796630859375,183.50044009541958,180.56586910059414,183.31206939842306,50759500
2024-05-13,184.68020629882812,185.4931713127623,183.03445892506747,183.84742393900163,72044800
2024-05-14,185.82034301757812,186.6828817403559,184.6901339480471,185.89965779253163,52393600
2024-05-15,188.09068298339844,189.01268886802714,185.76085876781028,186.2962297111884,70400000
2024-05-16,188.20962524414062,189.45881387860598,188.03117836935675,188.83421956137332,52845200
2024-05-17,188.2393798828125,189.1713095252472,187.55530322495105,187.8824709799172,41282900
2024-05-20,189.39930725097656,190.27175449259957,187.38674246856843,187.70400151197455,44361300
2024-05-21,190.69808959960938,191.07481584379752,189.28036268210627,189.44890089382775,42309400
2024-05-22,189.26052856445312,191.16405275409193,188.63594934473116,190.61877317517173,34648500
2024-05-23,185.27503967285156,189.3596513961204,185.027186725998,189.33981892460397,51005900
2024-05-24,188.3484344482422,188.94328765804346,186.42509288132968,187.19840810516956,36327000
2024-05-28,188.35836791992188,191.3425125399711,187.4760118609873,189.86530324069457,52280100
2024-05-29,188.65579223632812,190.59896650948673,187.88249204796585,187.98163930401122,53068000
2024-05-30,189.64718627929688,190.52954231443272,188.99286588586446,189.12173915319045,49889100
2024-05-31,190.5989227294922,190.916181773766,188.27902269727937,189.7958815743219,75158300
2024-06-03,192.36366271972656,193.31542486412093,190.86663609575578,191.24336235629542,50080500
2024-06-04,192.68092346191406,193.64259428823095,191.3722523931234,192.96842627855952,47471400
2024-06-05,194.18783569335938,195.20898869639487,193.19642383583022,193.7218709101011,54156800
2024-06-06,192.8097686767578,194.8124248113502,192.50243342955554,194.0093836485974,41181800
2024-06-07,195.19911193847656,195.2486855650071,192.47272888451312,192.978343568532,53103900
2024-06-10,191.46145629882812,195.60556579928584,190.49978557066368,195.20899197297106,97010200
2024-06-11,205.37098693847656,205.38091074009856,191.96710777388114,191.98692512163242,172373300
2024-06-12,211.2401580810547,218.3089152196564,205.1231328450552,205.58909768640683,198134300
2024-06-13,212.4001007080078,214.888539245905,209.7827737762817,212.8958066808934,97862700
2024-06-14,210.6651153564453,213.32209192759066,209.48533280144244,212.01343611534222,70122700
2024-06-17,214.80923461914062,217.06965275202606,210.89316027395952,211.53757201804441,93728300
2024-06-18,212.44964599609375,216.7523850703462,211.17073132176122,215.7213082393038,79943300
2024-06-20,207.87924194335938,212.4000929584359,207.05638337080816,212.0927425591543,86172500
2024-06-21,205.7080535888672,210.0702597495804,205.3313122387871,208.58314195009936,241805100
2024-06-24,206.3524627685547,210.87329840415435,204.81577136869439,205.93607160503834,80727000
2024-06-25,207.27452087402344,209.56468024841507,206.8184646829133,207.35382052419757,55549700
2024-06-26,211.41860961914062,213.0147835489249,208.83102368645302,209.68363861405976,66213200
2024-06-27,212.26129150390625,213.88720639689362,210.52632069800987,212.84622088780682,49772700
2024-06-28,208.81117248535156,214.21437951883613,208.4939285392998,213.91695291908772,82542700
2024-07-01,214.8885498046875,215.64201747450758,210.10002805599396,210.26856627972688,60402900
2024-07-02,218.3782958984375,218.48735180877674,213.2526983679821,214.293668724795,58046200
2024-07-03,219.64730834960938,219.64730834960938,217.14894613859082,218.11061688690268,37369800
2024-07-05,224.3961639404297,224.5052198536283,219.7464397478406,219.7464397478406,60412400
2024-07-08,225.8634796142578,225.89322076278884,221.3327197032473,225.13973799267995,59085900
2024-07-09,226.71607971191406,227.42989753320916,224.4259205051531,225.97252074204383,48076100
2024-07-10,230.97915649414062,231.0783037422216,227.28119408246098,227.3307677065015,62627700
2024-07-11,225.61563110351562,230.39422897123262,223.83108651749725,229.40281699319425,64710600
2024-07-12,228.56011962890625,230.64209091466597,226.71609267309665,226.95403700304678,53046500
2024-07-15,232.38694763183594,235.1926451763578,231.08820043911544,234.44908623752588,62631300
2024-07-16,232.80337524414062,234.2409196318231,230.3347538954296,232.98182214446476,43234300
2024-07-17,226.91436767578125,229.47221227385296,224.69359950369105,227.47946461019197,57345900
2024-07-18,222.2547149658203,228.46096321097224,220.36112971273346,228.3023336745397,66034600
2024-07-19,222.38360595703125,224.8522270905052,221.36245288688534,222.88923571935766,49151500
2024-07-22,222.03662109375,225.82380677595344,221.174082433242,225.06041535891617,48201800
2024-07-23,223.0775909423828,224.9910238167192,220.76759935066607,222.44308791792702,39960300
2024-07-24,216.6631622314453,222.86941075843336,215.26528287042115,222.07627816799848,61777600
2024-07-25,215.6221923828125,218.95333716975932,212.77682977395946,217.04981289629316,51391200
2024-07-26,216.08815002441406,217.6050090608147,214.15488466672127,216.8217851678197,41601300
2024-07-29,216.36575317382812,217.41664743865044,213.8971319294418,215.09674706599597,36311800
2024-07-30,216.92095947265625,218.4378186982869,214.26396731336547,217.30760956688079,41643800
2024-07-31,220.17274475097656,221.8978068103832,218.73520059867647,219.5382417741392,50036300
2024-08-01,216.48472595214844,222.55216258005441,215.15623749650504,222.44310665442717,62501000
2024-08-02,217.97181701660156,223.6625266661827,215.8402875210575,217.26790792406092,105568600
2024-08-05,207.47279357910156,211.6664621054212,194.3167520967801,197.3802115476467,119548600
2024-08-06,205.45028686523438,208.18659343179937,199.34320096724198,203.53686913101606,69660500
2024-08-07,208.01806640625,211.80525225793107,204.61751548926864,205.12313014700663,63516400
2024-08-08,211.47808837890625,212.36044444161047,207.0365669160157,211.27980900719393,47161100
2024-08-09,214.38291931152344,214.91827509282652,210.1495861717322,210.2784745623819,42201600
2024-08-12,215.91148376464844,217.87674748817912,213.99585104906322,214.46235526228747,38028100
2024-08-13,219.6236572265625,220.2390393048837,217.380462936734,217.380462936734,44155300
2024-08-14,220.07028198242188,221.37053243582614,218.06530765715263,218.9288446755302,41960600
2024-08-15,223.0479736328125,223.67329096872731,221.10255033510867,222.9288713384501,46414000
2024-08-16,224.3680877685547,225.1422830006272,221.98593577772976,222.25393109506462,44340200
2024-08-19,224.20925903320312,224.30852103873067,221.38045847347976,224.0405257400108,40687800
2024-08-20,224.82464599609375,225.47973889834265,223.7725353535306,224.0901616619868,30299000
2024-08-21,224.71546936035156,226.28371522001356,223.37552309496598,224.8345868015738,34765500
2024-08-22,222.85939025878906,226.64103964823346,222.23407290784718,226.09512887719345,43695300
2024-08-23,225.15220642089844,226.5219434569281,222.66088738350675,223.9809934126029,38677300
2024-08-26,225.48965454101562,225.58891654674125,222.22414052811973,225.0727813784282,30602200
2024-08-27,226.33334350585938,227.14724957253156,223.21670725505913,224.31844891527626,35934600
2024-08-28,224.80479431152344,228.14971479709,224.0008084384826,226.22414704916858,38052200
2024-08-29,228.08026123046875,231.18697758967758,227.1770435151196,228.38796742499142,51906300
2024-08-30,227.29611206054688,228.68568922028223,225.78741746908054,228.4772602189495,52990800
2024-09-03,221.1124725341797,227.29611365629745,219.52437135882835,226.84946493362216,50190600
2024-09-04,219.20677185058594,220.12984491677884,215.86183603349318,220.01074262314262,43840200
2024-09-05,220.7253875732422,223.80231295165626,219.87178579311316,219.9809679444758,36615400
2024-09-06,219.17698669433594,223.56409767944487,218.13479623481732,222.28368749781316,48423000
2024-09-09,219.26634216308594,219.6236642204836,215.09759492361837,219.17701543505086,67180000
2024-09-10,218.4722442626953,219.8320457576339,215.11738873446274,217.2910961852286,51591000
2024-09-11,221.00331115722656,221.4301044903715,216.26879790334314,219.81224273641337,44587100
2024-09-12,221.1124725341797,221.88666769221828,218.18442519080247,220.8444772424724,37455600
2024-09-13,220.844482421875,222.37301734416337,220.25887596851652,221.91644846858938,36766600
